transaction_id,order_date,customer_id,customer_email,credit_card,territory,product_category,sales_channel,payment_method,quantity,unit_price,gross_amount,legacy_status,source_system
LEG-000760,2023/05/28 14:00:00,35198,customer35198@example.com,5051648389533768,IT,fashion,partner,cash,7,24.02,,unknown,erp
LEG-000761,11/04/2023,95990,customer95990@example.com,5303324967574510,FR,electronics,store,cash,10,421.47,€4214.74,manual_review,crm
LEG-000762,2023/09/01 18:00:00,31259,customer31259@mail.net,5111079764754565,IT,fashion,mobile,wire,8,302.60,$2420.83,ok,erp
LEG-000763,2023-06-26,43793,customer43793@retail.org,4613826870977779,ES,home,partner,wire,7,683.34,4783.41 GBP,manual_review,crm
LEG-000764,07-05-2022 04:00,67383,customer67383@legacy.local,4682432333023993,,fashion,web,cash,6,632.94,GBP 3797.65,manual_review,pos
LEG-000765,2022-11-27,67363,customer67363@legacy.local,,IT,books,web,paypal,7,384.39,2690.74 USD,ok,pos
LEG-000766,08-12-2022 00:00,49673,customer49673@retail.org,4203922131701958,DE,books,mobile,cash,6,808.88,4853.26 EUR,manual_review,erp
LEG-000767,05/08/2023,42977,customer42977@example.com,5441603328880700,,books,partner,paypal,5,801.64,EUR 4008.19,ok,crm
LEG-000768,10-03-2022 12:00,49001,customer49001@legacy.local,4046627501526974,ES,groceries,partner,card,-1,367.21,1836.04 USD,pending,erp
LEG-000769,01-09-2022 22:00,76543,customer76543@example.com,4457923267148581,,sports,web,card,3,1587.32,USD 4761.97,pending,pos
LEG-000770,17/07/2023,25618,customer25618@legacy.local,4970493795829158,UK,sports,web,card,3,1414.23,GBP 4242.69,unknown,erp
LEG-000771,2022/11/06 22:00:00,71164,customer71164@legacy.local,5396262591883124,DE,home,partner,cash,8,209.32,1674.56 USD,unknown,erp
LEG-000772,16-06-2023 15:00,49885,customer49885@mail.net,5643802990348042,IT,electronics,web,card,8,,€3115.07,manual_review,erp
LEG-000773,not_available,31992,customer31992@legacy.local,4693091401527311,PT,fashion,store,card,12,169.21,USD 2030.56,ok,crm
LEG-000774,2022/12/04 19:00:00,90003,customer90003@retail.org,4298359667715390,PT,home,store,cash,4,N/A,,pending,erp
LEG-000775,26-02-2022 13:00,14972,,5427873554042316,IT,groceries,web,cash,11,319.76,USD 3517.34,pending,pos
LEG-000776,24/11/2022,62460,customer62460@mail.net,5835733813307345,UK,home,mobile,cash,5,587.89,€2939.47,unknown,crm
LEG-000777,2022/06/11 01:00:00,35018,customer35018@example.com,,IT,sports,web,paypal,8,446.79,£3574.32,manual_review,pos
LEG-000778,2022-03-31,30482,customer30482@retail.org,4913505349419715,FR,electronics,partner,cash,6,309.97,GBP 1859.82,unknown,batch_import
LEG-000779,2022/05/18 02:00:00,66437,customer66437@retail.org,4007615042059868,UK,books,partner,cash,7,86.57,£606.02,ok,crm
LEG-000780,2023-13-04,24326,customer24326@legacy.local,5888818930461638,DE,fashion,store,card,5,45.09,USD 225.44,unknown,crm
LEG-000781,2022-06-14,62462,customer62462@example.com,4720814723735640,PT,groceries,web,wire,9,421.66,3794.93 USD,unknown,crm
LEG-000782,2023/02/26 14:00:00,47231,customer47231@retail.org,4668867518571164,ES,books,store,cash,4,759.95,3039.79 EUR,manual_review,erp
LEG-000783,21/12/2022,14243,customer14243@legacy.local,5730316787192615,DE,electronics,web,wire,-1,75.32,$677.84,unknown,pos
LEG-000784,04/06/2023,54839,customer54839@retail.org,5388724616303438,UK,electronics,web,paypal,1,1482.46,USD 1482.46,ok,batch_import
LEG-000785,2023/08/03 20:00:00,23940,customer23940@retail.org,4897351896225275,,home,mobile,card,10,219.12,,manual_review,batch_import
LEG-000786,2023-11-07,23380,customer23380@mail.net,4805166608123927,FR,fashion,web,cash,2,463.17,$926.34,unknown,pos
LEG-000787,12-12-2023 17:00,28972,customer28972@legacy.local,4737145031180266,ES,electronics,mobile,cash,,160.91,USD 804.55,ok,crm
LEG-000788,23/01/2023,90692,customer90692@mail.net,,IT,sports,web,paypal,6,105.06,630.35 EUR,ok,batch_import
LEG-000789,2023/05/30 11:00:00,50595,customer50595@example.com,5714878310314564,PT,home,partner,paypal,1,1562.54,$1562.54,unknown,crm
LEG-000790,05-10-2023 18:00,68947,customer68947@example.com,4391369412641060,DE,fashion,store,wire,10,133.13,,manual_review,batch_import
LEG-000791,2023/09/10 12:00:00,14745,customer14745@retail.org,4536064004748679,IT,groceries,store,paypal,9,45.63,GBP 410.66,ok,crm
LEG-000792,01/04/2023,71411,customer71411@retail.org,5933078111719600,ES,electronics,store,paypal,2,12.31,24.62 USD,manual_review,batch_import
LEG-000793,2023/11/11 18:00:00,97239,customer97239@mail.net,4917033530049992,DE,home,partner,card,5,662.32,GBP 3311.59,ok,batch_import
LEG-000794,08/06/2022,49772,customer49772@legacy.local,5865392768714134,ES,fashion,partner,cash,12,318.16,3817.93 USD,ok,batch_import
LEG-000795,2022-13-05,70621,customer70621@retail.org,4546463989701455,PT,home,store,wire,2,1519.80,€3039.59,manual_review,erp
LEG-000796,2023-09-29,94993,,4101561619738449,ES,electronics,mobile,card,1,278.53,GBP 278.53,unknown,batch_import
LEG-000797,29/07/2023,99181,,5481773655619221,IT,home,web,cash,12,286.21,£3434.56,ok,batch_import
LEG-000798,2022/01/30 04:00:00,92231,customer92231@example.com,5936835991676403,IT,groceries,mobile,wire,4,1218.46,4873.86 GBP,manual_review,batch_import
LEG-000799,2022/09/24 19:00:00,88971,customer88971@legacy.local,,PT,fashion,store,card,10,120.58,$1205.80,ok,pos
LEG-000800,27/02/2022,98449,customer98449@retail.org,4259120463721626,ES,home,store,paypal,12,275.11,€3301.33,manual_review,batch_import
LEG-000801,2023/05/16 18:00:00,84874,customer84874@example.com,4474111736703862,DE,fashion,partner,card,-1,N/A,GBP 981.85,pending,erp
LEG-000802,02/02/2022,15631,customer15631@legacy.local,4873210788312736,FR,home,mobile,card,4,,GBP 1810.66,unknown,erp
LEG-000803,14-06-2022 15:00,98266,customer98266@legacy.local,5129555100510819,IT,groceries,mobile,wire,-1,31.95,,pending,batch_import
LEG-000804,07/06/2022,26908,customer26908@example.com,,DE,home,web,cash,-1,1206.93,1206.93 GBP,manual_review,pos
LEG-000805,16-09-2022 02:00,10188,customer10188@example.com,5970084458015176,IT,groceries,mobile,card,5,254.98,€1274.92,ok,batch_import
LEG-000806,19/07/2022,64486,customer64486@mail.net,4228058837743540,UK,fashion,mobile,paypal,12,41.51,GBP 498.08,ok,crm
LEG-000807,22/03/2023,52549,,4748903045880971,DE,sports,mobile,wire,11,145.46,$1600.11,unknown,pos
LEG-000808,01-08-2023 13:00,52727,customer52727@retail.org,4137983045762745,UK,fashion,web,paypal,6,613.93,EUR 3683.58,unknown,erp
LEG-000809,,36400,customer36400@legacy.local,5128989930746113,IT,groceries,partner,wire,9,210.85,USD 1897.68,pending,erp
LEG-000810,28-12-2022 04:00,80910,customer80910@example.com,5397630900737949,IT,groceries,store,paypal,11,400.93,£4410.23,unknown,crm
LEG-000811,2023/03/13 04:00:00,62820,customer62820@mail.net,5759160435983985,UK,books,web,cash,3,969.91,£2909.74,unknown,batch_import
LEG-000812,2023-02-30,98071,customer98071@mail.net,4407307177613500,IT,books,mobile,wire,7,355.27,GBP 2486.91,pending,erp
LEG-000813,08/12/2022,54573,customer54573@legacy.local,4653273551497249,PT,home,mobile,paypal,9,72.65,$653.83,ok,erp
LEG-000814,2022-13-02,55177,customer55177@retail.org,,UK,groceries,web,cash,1,3475.83,USD 3475.83,pending,erp
LEG-000815,2022/01/28 11:00:00,41045,customer41045@retail.org,,DE,books,store,wire,11,298.44,USD 3282.80,ok,pos
LEG-000816,08/09/2022,13831,customer13831@retail.org,4222097550617906,,groceries,web,paypal,12,216.68,EUR 2600.15,unknown,pos
LEG-000817,2022-04-28,88529,customer88529@legacy.local,4919296921053071,,electronics,mobile,wire,3,793.58,USD 2380.74,manual_review,crm
LEG-000818,03/07/2023,52487,customer52487@example.com,4280126980446658,PT,sports,partner,cash,,273.06,2457.52 GBP,manual_review,pos
LEG-000819,01-07-2022 11:00,43694,customer43694@retail.org,5788407094657770,ES,books,partner,wire,6,764.08,4584.50 GBP,pending,erp
LEG-000820,2022-09-21,19332,customer19332@mail.net,5186056688031664,IT,groceries,web,wire,7,505.53,€3538.68,pending,pos
LEG-000821,2022-01-19,99872,customer99872@mail.net,5017086715207710,FR,home,mobile,cash,7,193.42,£1353.93,manual_review,erp
LEG-000822,,20910,,5017850205025497,UK,groceries,mobile,card,6,558.35,€3350.11,unknown,batch_import
LEG-000823,18-10-2023 07:00,95714,customer95714@mail.net,5442526942041641,UK,sports,web,paypal,6,553.29,3319.74 EUR,pending,batch_import
LEG-000824,2023-09-15,61835,customer61835@retail.org,4855717490584968,FR,books,web,card,11,337.19,USD 3709.09,unknown,crm
LEG-000825,25/09/2023,44803,customer44803@legacy.local,4527911110851846,IT,groceries,store,wire,10,165.69,$1656.85,ok,erp
LEG-000826,2023-06-29,36025,customer36025@legacy.local,5425972055482987,IT,groceries,mobile,card,12,N/A,$3255.92,unknown,batch_import
LEG-000827,2022/04/17 15:00:00,32872,customer32872@retail.org,4146172758045292,DE,books,partner,cash,8,365.18,$2921.45,manual_review,pos
LEG-000828,20/05/2022,10559,customer10559@retail.org,,FR,books,store,paypal,10,58.22,£582.16,manual_review,crm
LEG-000829,20/05/22,57204,customer57204@example.com,5065948053160227,FR,electronics,mobile,cash,7,292.99,£2050.90,ok,batch_import
LEG-000830,2023-03-05,49092,customer49092@legacy.local,4807828780661545,IT,fashion,partner,wire,6,380.93,USD 2285.56,pending,erp
LEG-000831,2023-07-08,32459,customer32459@mail.net,,ES,groceries,mobile,cash,9,508.31,EUR 4574.78,ok,erp
LEG-000832,10-05-2022 14:00,78544,customer78544@retail.org,5272876032087783,DE,groceries,web,cash,5,437.04,2185.21 EUR,unknown,pos
LEG-000833,2022-05-13,65742,customer65742@example.com,4585973027322857,ES,home,store,card,11,79.23,$871.55,manual_review,erp
LEG-000834,2022-04-17,70051,customer70051@mail.net,5467386569044846,PT,groceries,mobile,card,-1,649.59,£3247.95,manual_review,batch_import
LEG-000835,2023/11/25 19:00:00,65474,customer65474@mail.net,5407608953012033,ES,home,partner,card,4,1114.10,£4456.38,manual_review,crm
LEG-000836,18/01/2022,19921,customer19921@legacy.local,4567027728715659,IT,groceries,store,paypal,11,17.80,$195.76,unknown,crm
LEG-000837,2023-02-01,95005,customer95005@retail.org,5418395252520788,ES,sports,web,card,11,109.43,€1203.75,manual_review,pos
LEG-000838,12-11-2023 04:00,17869,customer17869@mail.net,4882403532124402,DE,groceries,web,paypal,1,4020.14,EUR 4020.14,unknown,erp
LEG-000839,28-01-2022 09:00,86414,customer86414@mail.net,4254601891134348,DE,home,partner,wire,12,236.92,$2843.07,pending,pos
LEG-000840,27/09/2023,25269,customer25269@example.com,4149480298908881,UK,sports,mobile,wire,3,252.64,757.93 GBP,ok,erp
LEG-000841,14/12/23,52065,customer52065@legacy.local,5704171038919187,FR,electronics,web,wire,9,218.42,EUR 1965.81,unknown,pos
LEG-000842,02-05-2023 12:00,74630,customer74630@retail.org,4572316316037811,UK,electronics,store,cash,9,43.08,387.68 EUR,manual_review,erp
LEG-000843,01-09-2023 19:00,70510,customer70510@retail.org,4233700715800971,ES,home,mobile,wire,6,19.74,€118.44,unknown,batch_import
LEG-000844,17/07/2022,81003,customer81003@legacy.local,4972285825854551,ES,fashion,web,wire,9,385.44,EUR 3468.98,manual_review,batch_import
LEG-000845,10/02/2023,81801,customer81801@legacy.local,4043647584664867,FR,home,partner,card,4,N/A,€3553.62,pending,batch_import
LEG-000846,not_available,44098,customer44098@mail.net,5728143611686114,ES,fashion,web,card,5,358.99,£1794.96,unknown,pos
LEG-000847,12-02-2023 16:00,55958,customer55958@mail.net,,PT,electronics,web,cash,3,1516.43,USD 4549.29,manual_review,batch_import
LEG-000848,01/04/2023,22974,customer22974@retail.org,4850957093409916,,electronics,web,wire,12,271.66,USD 3259.91,pending,pos
LEG-000849,2023-02-30,83658,customer83658@legacy.local,5951429544966954,ES,groceries,partner,paypal,12,113.64,USD 1363.69,ok,crm
LEG-000850,2022/07/29 08:00:00,18760,customer18760@mail.net,,ES,electronics,mobile,paypal,8,405.44,3243.56 USD,pending,crm
LEG-000851,2022/04/03 22:00:00,84223,customer84223@legacy.local,4552833728756798,,home,partner,paypal,5,302.43,GBP 1512.17,unknown,erp
LEG-000852,2022/02/08 21:00:00,18486,customer18486@example.com,4791161146446119,PT,books,partner,paypal,8,522.47,$4179.78,pending,pos
LEG-000853,10-05-2023 09:00,75148,,5881253251218082,DE,books,web,cash,11,454.54,€4999.94,unknown,erp
LEG-000854,16-04-2023 02:00,84854,customer84854@legacy.local,4037090703780886,UK,books,mobile,wire,6,539.12,,pending,pos
LEG-000855,19-05-2023 23:00,98131,customer98131@retail.org,4965074456572676,FR,books,mobile,card,7,496.82,$3477.75,ok,crm
LEG-000856,10-07-2022 13:00,27350,,4645257330907406,ES,sports,mobile,wire,1,3775.21,USD 3775.21,unknown,erp
LEG-000857,02-01-2023 06:00,87798,customer87798@legacy.local,5633422856283723,PT,books,mobile,card,1,4917.30,4917.30 GBP,ok,crm
LEG-000858,2022-02-04,28687,customer28687@mail.net,4318838456125780,PT,books,store,card,5,655.33,GBP 3276.63,manual_review,pos
LEG-000859,28/05/2022,50260,customer50260@retail.org,4640532739688593,PT,books,mobile,card,12,126.31,1515.75 GBP,pending,erp
LEG-000860,07-06-2023 11:00,41198,customer41198@mail.net,4025066686067347,ES,books,partner,wire,10,82.91,829.08 GBP,ok,erp
LEG-000861,not_available,29219,customer29219@retail.org,5439639949594038,FR,sports,partner,paypal,7,611.90,$4283.30,ok,batch_import
LEG-000862,24-04-2023 06:00,21932,customer21932@legacy.local,4567322348749391,,electronics,web,card,3,27.81,83.42 GBP,ok,batch_import
LEG-000863,04/04/2023,30218,customer30218@retail.org,,FR,fashion,mobile,paypal,5,413.94,$2069.68,pending,erp
LEG-000864,2022-11-30,17465,customer17465@mail.net,5183784771988837,FR,books,partner,paypal,12,310.19,$3722.28,ok,erp
LEG-000865,04/02/2023,84796,customer84796@mail.net,5354869521215603,,books,web,wire,11,293.31,£3226.40,ok,pos
LEG-000866,2022-10-10,72513,customer72513@example.com,,FR,books,mobile,wire,8,251.85,2014.79 GBP,manual_review,crm
LEG-000867,27-01-2022 05:00,51129,customer51129@legacy.local,4101245718158061,IT,books,web,wire,1,1581.69,£1581.69,unknown,crm
LEG-000868,26-02-2023 17:00,87740,,,IT,home,web,wire,10,111.69,,unknown,crm
LEG-000869,2022/03/16 15:00:00,37944,customer37944@retail.org,5480661126203069,FR,fashion,store,cash,11,217.51,EUR 2392.61,ok,crm
LEG-000870,23/10/2023,27270,,5598792062314596,UK,books,web,card,12,359.84,£4318.08,ok,pos
LEG-000871,2022-13-11,21672,customer21672@retail.org,4804460819714083,IT,sports,store,card,1,,330.19 GBP,unknown,crm
LEG-000872,2023/03/19 19:00:00,69864,customer69864@example.com,4941429049577625,UK,books,store,cash,7,187.87,€1315.07,pending,crm
LEG-000873,not_available,47446,customer47446@retail.org,5902629761166286,PT,books,mobile,paypal,9,275.49,2479.37 GBP,manual_review,batch_import
LEG-000874,18/05/2023,58441,customer58441@example.com,5231252423525600,UK,books,store,cash,-1,236.94,EUR 1895.50,unknown,erp
LEG-000875,not_available,39840,customer39840@mail.net,4599342322109129,FR,home,web,paypal,2,827.82,EUR 1655.64,manual_review,erp
LEG-000876,22/04/2023,35799,,4116823137998181,ES,books,partner,wire,11,309.65,$3406.17,manual_review,erp
LEG-000877,2022/12/22 04:00:00,72058,customer72058@legacy.local,5254422535117882,,home,store,paypal,5,452.21,£2261.03,pending,crm
LEG-000878,,71972,customer71972@retail.org,5120753136859315,UK,home,web,card,7,311.22,€2178.57,pending,crm
LEG-000879,31-12-2022 04:00,60815,customer60815@mail.net,5443319971153334,DE,fashion,partner,card,5,82.54,412.69 GBP,unknown,erp
LEG-000880,10-07-2023 22:00,75055,customer75055@example.com,4786021599279437,PT,fashion,store,card,12,152.06,EUR 1824.66,pending,pos
LEG-000881,not_available,67536,customer67536@legacy.local,,DE,groceries,mobile,wire,8,9.23,EUR 73.83,pending,crm
LEG-000882,2022/06/18 15:00:00,75987,customer75987@retail.org,,FR,home,web,wire,9,231.07,$2079.61,unknown,crm
LEG-000883,2022/12/26 03:00:00,50538,customer50538@legacy.local,5378170483648116,IT,sports,store,paypal,7,701.05,USD 4907.33,ok,erp
LEG-000884,01-07-2022 15:00,61626,customer61626@retail.org,5935861341749195,,books,store,wire,8,210.70,1685.59 EUR,ok,batch_import
LEG-000885,2022/03/25 07:00:00,13613,customer13613@mail.net,,UK,fashion,web,cash,2,85.31,170.62 USD,ok,pos
LEG-000886,2022-12-17,96333,customer96333@retail.org,5736720961023726,UK,sports,partner,cash,2,1507.96,$3015.92,ok,pos
LEG-000887,not_available,91010,customer91010@mail.net,4773260968568888,,books,store,cash,8,122.67,$981.37,unknown,erp
LEG-000888,22/02/2022,63834,customer63834@retail.org,5659645876694947,FR,groceries,mobile,paypal,-1,171.58,1372.66 USD,pending,pos
LEG-000889,2023/10/25 00:00:00,68023,customer68023@retail.org,4945037548078053,PT,sports,partner,wire,10,247.83,€2478.30,unknown,crm
LEG-000890,2022/08/03 01:00:00,13824,customer13824@example.com,5324051026583879,PT,fashion,partner,paypal,8,297.03,2376.22 USD,ok,erp
LEG-000891,2023-08-08,27890,customer27890@mail.net,,FR,sports,partner,cash,4,1129.41,GBP 4517.63,ok,batch_import
LEG-000892,16-01-2023 08:00,52130,customer52130@legacy.local,,UK,electronics,mobile,wire,11,203.52,2238.70 EUR,ok,erp
LEG-000893,2023-06-18,57699,customer57699@legacy.local,4768705807910651,DE,fashion,web,cash,10,299.31,£2993.12,unknown,erp
LEG-000894,2023/04/19 06:00:00,77835,customer77835@mail.net,4449272809031788,UK,sports,mobile,card,6,701.32,4207.92 USD,unknown,pos
LEG-000895,2022-11-20,82197,customer82197@legacy.local,4756052699015230,IT,groceries,partner,cash,10,,GBP 2812.03,pending,pos
LEG-000896,2022-01-31,44699,customer44699@mail.net,4273201295318500,PT,books,mobile,card,4,1211.36,USD 4845.42,ok,pos
LEG-000897,21-12-2022 09:00,14264,customer14264@legacy.local,5779739824553815,IT,home,mobile,wire,1,2835.24,EUR 2835.24,unknown,erp
LEG-000898,2023/06/23 21:00:00,71215,customer71215@mail.net,4081969544876150,FR,sports,web,paypal,9,381.04,€3429.38,manual_review,pos
LEG-000899,2023/09/02 11:00:00,13507,customer13507@legacy.local,5881082277547777,IT,sports,store,card,7,317.27,2220.88 EUR,pending,batch_import
LEG-000900,2022/10/19 10:00:00,12231,customer12231@mail.net,5741662395671255,FR,home,partner,cash,12,205.82,EUR 2469.83,pending,erp
LEG-000901,17/10/2022,62075,customer62075@mail.net,4054558345595562,DE,groceries,mobile,wire,2,902.72,£1805.43,manual_review,crm
LEG-000902,2023-02-30,56677,customer56677@example.com,4715578521979336,ES,books,mobile,card,5,N/A,3794.34 GBP,unknown,crm
LEG-000903,2022-13-21,58733,customer58733@mail.net,,ES,home,partner,wire,9,439.04,3951.33 EUR,pending,pos
LEG-000904,2023/04/09 13:00:00,78122,customer78122@legacy.local,4481242664742644,FR,books,mobile,wire,7,71.60,$501.20,unknown,crm
LEG-000905,2022/10/07 19:00:00,68147,customer68147@retail.org,4446939953155664,PT,electronics,mobile,cash,5,824.96,4124.82 EUR,manual_review,pos
LEG-000906,07/03/2022,61180,customer61180@legacy.local,4324687220373378,ES,groceries,web,wire,9,232.71,2094.41 USD,unknown,batch_import
LEG-000907,2023/08/22 12:00:00,44799,customer44799@retail.org,5786800551267644,FR,fashion,mobile,wire,6,656.20,€3937.18,unknown,erp
LEG-000908,04-06-2022 02:00,33274,customer33274@retail.org,4520351919850565,PT,books,store,card,5,43.27,EUR 216.34,manual_review,batch_import
LEG-000909,2023/08/29 22:00:00,34401,customer34401@legacy.local,4060891700522918,DE,groceries,store,cash,11,388.34,$4271.77,ok,erp
LEG-000910,09/08/2022,22541,customer22541@example.com,4775130610922168,FR,home,partner,card,5,957.52,,pending,crm
LEG-000911,28-02-2023 13:00,42625,customer42625@example.com,4616558062475552,PT,groceries,mobile,cash,-1,1333.42,4000.25 EUR,unknown,crm
LEG-000912,24-03-2023 17:00,56693,customer56693@example.com,4121816793235393,,sports,store,paypal,11,410.69,€4517.59,unknown,batch_import
LEG-000913,2022-04-21,86242,customer86242@legacy.local,5468551902041154,ES,electronics,web,wire,3,N/A,USD 1487.52,manual_review,erp
LEG-000914,2023-12-18,73175,customer73175@example.com,5164377021704701,FR,books,mobile,wire,6,590.80,3544.80 GBP,manual_review,crm
LEG-000915,22-04-2022 14:00,80657,,4739301055916983,UK,books,mobile,cash,9,208.19,£1873.69,unknown,crm
LEG-000916,02/06/2022,92507,customer92507@mail.net,,UK,fashion,web,wire,6,247.27,1483.60 GBP,ok,crm
LEG-000917,2023-09-13,12617,customer12617@example.com,4817003276280587,DE,electronics,web,paypal,1,3698.82,GBP 3698.82,ok,crm
LEG-000918,15-02-2023 09:00,95988,customer95988@retail.org,5956919220513563,UK,groceries,partner,paypal,10,386.57,GBP 3865.68,ok,batch_import
LEG-000919,22/06/2023,44823,customer44823@mail.net,4177487477935995,FR,home,store,cash,12,366.42,EUR 4397.01,ok,crm
LEG-000920,2023-02-30,59802,customer59802@retail.org,4969933530313878,FR,books,mobile,cash,7,637.26,4460.83 USD,pending,crm
LEG-000921,07/05/23,81940,customer81940@legacy.local,4451739222931778,ES,books,store,cash,5,956.15,,unknown,batch_import
LEG-000922,2022-03-22,73244,customer73244@legacy.local,4453538115750927,IT,electronics,mobile,cash,10,390.60,$3905.97,pending,pos
LEG-000923,2022/01/05 16:00:00,63338,customer63338@example.com,5394410104279749,FR,home,web,card,8,335.19,2681.53 EUR,manual_review,crm
LEG-000924,2023/04/05 10:00:00,92268,customer92268@example.com,5703475601642624,FR,sports,partner,wire,,488.87,€2933.19,unknown,batch_import
LEG-000925,2022-10-19,28885,customer28885@retail.org,5346609547006039,ES,books,store,card,-1,331.97,3319.74 EUR,ok,erp
LEG-000926,,48150,customer48150@example.com,5641854133366502,IT,electronics,store,cash,8,395.92,3167.37 GBP,ok,pos
LEG-000927,01/07/2022,84163,customer84163@legacy.local,4142999481414013,FR,fashion,mobile,card,6,50.40,USD 302.42,pending,crm
LEG-000928,2023/06/03 20:00:00,15630,customer15630@retail.org,5659481827291367,FR,electronics,partner,paypal,10,76.50,£764.97,pending,erp
LEG-000929,15/07/2022,13334,customer13334@legacy.local,5823428402246267,UK,home,web,wire,2,2231.34,4462.69 USD,manual_review,batch_import
LEG-000930,18/05/2022,72139,customer72139@retail.org,,PT,sports,web,card,5,385.48,£1927.40,pending,pos
LEG-000931,2023-03-19,28031,customer28031@retail.org,4927639852381828,DE,groceries,mobile,cash,3,575.53,1726.60 EUR,ok,pos
LEG-000932,,56174,customer56174@mail.net,4169921353470507,,fashion,store,card,8,564.93,4519.42 USD,manual_review,erp
LEG-000933,2022-05-09,76134,customer76134@mail.net,5194845422595513,PT,groceries,store,card,7,297.67,2083.66 USD,unknown,crm
LEG-000934,25/05/2023,23041,customer23041@retail.org,5905041737223426,DE,fashion,web,wire,7,19.20,134.42 EUR,ok,erp
LEG-000935,2023/08/07 07:00:00,78986,customer78986@retail.org,5211275963731149,PT,electronics,web,cash,-1,371.00,$4080.96,unknown,crm
LEG-000936,2022/09/07 22:00:00,79802,customer79802@example.com,4218241408170284,ES,books,partner,cash,1,482.15,€482.15,manual_review,crm
LEG-000937,15/11/2022,12700,customer12700@legacy.local,4106510046010413,FR,groceries,partner,paypal,11,127.65,EUR 1404.12,pending,pos
LEG-000938,2023-05-16,70850,customer70850@retail.org,,IT,fashion,mobile,card,2,328.37,EUR 656.73,unknown,pos
LEG-000939,23/10/2023,76821,customer76821@mail.net,,IT,home,partner,wire,2,2021.70,USD 4043.40,pending,batch_import
LEG-000940,22-08-2022 16:00,42985,,4715378420555535,ES,books,partner,cash,7,22.90,160.33 GBP,pending,erp
LEG-000941,2022/05/24 21:00:00,14100,customer14100@example.com,5711246175780410,FR,fashion,partner,card,8,462.83,$3702.63,pending,pos
LEG-000942,2023-07-31,75216,customer75216@example.com,4877033257044307,FR,groceries,partner,cash,5,60.23,,pending,crm
LEG-000943,29/03/2023,77295,customer77295@mail.net,4470481130186432,FR,groceries,partner,paypal,8,614.14,4913.15 EUR,ok,batch_import
LEG-000944,05/10/2022,41723,customer41723@mail.net,5405362512311541,ES,electronics,mobile,card,8,564.76,4518.12 EUR,pending,crm
LEG-000945,13-11-2022 08:00,26855,customer26855@retail.org,4538425611615999,UK,groceries,web,paypal,11,80.62,€886.80,pending,batch_import
LEG-000946,2022/04/20 08:00:00,91902,customer91902@example.com,,ES,fashion,store,card,9,205.21,1846.88 GBP,manual_review,erp
LEG-000947,05-07-2022 08:00,48625,customer48625@retail.org,5449649304640060,IT,home,partner,paypal,6,760.13,£4560.78,unknown,erp
LEG-000948,2022-10-25,83724,customer83724@example.com,4407254539601609,IT,home,mobile,paypal,11,160.13,EUR 1761.42,unknown,crm
LEG-000949,11/08/2022,26302,customer26302@mail.net,5427895236179496,FR,sports,store,paypal,1,3429.76,3429.76 EUR,pending,crm
LEG-000950,28/05/2022,99267,customer99267@legacy.local,5023936276176404,FR,fashion,store,paypal,11,330.98,USD 3640.76,ok,crm
LEG-000951,2022/06/15 01:00:00,27204,customer27204@mail.net,4827677423935433,DE,home,partner,wire,-1,266.18,£2661.83,ok,crm
LEG-000952,2022/03/11 08:00:00,74188,customer74188@retail.org,5537155731052089,ES,home,web,paypal,3,735.97,EUR 2207.91,ok,erp
LEG-000953,15/11/2022,46065,customer46065@retail.org,5908268009072208,DE,home,web,paypal,12,392.25,4707.00 GBP,manual_review,crm
LEG-000954,2023/06/13 23:00:00,52972,customer52972@example.com,5903230888060941,ES,groceries,store,card,10,405.44,4054.40 EUR,manual_review,batch_import
LEG-000955,2023-07-09,73516,customer73516@mail.net,4450497236694627,DE,electronics,web,paypal,11,147.83,USD 1626.09,unknown,pos
LEG-000956,2022/04/19 15:00:00,43980,customer43980@legacy.local,4941667407886985,DE,electronics,web,card,3,1511.26,USD 4533.79,manual_review,pos
LEG-000957,2023/04/06 17:00:00,91895,customer91895@legacy.local,4124931645982437,FR,sports,web,cash,10,118.46,1184.57 USD,manual_review,pos
LEG-000958,23/05/2022,66637,customer66637@legacy.local,4571256721230085,IT,sports,web,paypal,-1,450.02,€4500.18,manual_review,crm
LEG-000959,2023-05-18,10110,,5136532985684997,DE,electronics,partner,card,6,,USD 4377.93,unknown,erp
LEG-000960,29-08-2023 02:00,16669,customer16669@mail.net,5368716387621577,ES,sports,store,cash,12,326.73,3920.75 USD,manual_review,pos
LEG-000961,05-10-2023 02:00,76309,customer76309@legacy.local,,UK,home,mobile,card,4,452.73,£1810.93,manual_review,batch_import
LEG-000962,30-09-2022 03:00,57628,customer57628@retail.org,5568939116457677,DE,fashion,partner,cash,-1,377.37,,unknown,erp
LEG-000963,2023/08/24 13:00:00,54829,,5049988782988727,UK,home,web,cash,3,1416.70,$4250.09,pending,batch_import
LEG-000964,2023-02-30,78968,customer78968@legacy.local,5390321430318393,ES,electronics,web,paypal,11,196.53,$2161.81,unknown,batch_import
LEG-000965,2023/02/07 03:00:00,47951,customer47951@legacy.local,5457835179838713,DE,books,partner,wire,10,178.06,1780.62 GBP,unknown,batch_import
LEG-000966,2022-12-01,95632,customer95632@example.com,4624694762936842,FR,fashion,partner,wire,3,890.58,GBP 2671.75,ok,crm
LEG-000967,2022/03/01 21:00:00,74808,customer74808@legacy.local,4872121519045624,UK,groceries,mobile,wire,10,406.69,4066.89 USD,pending,erp
